"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","wine_type","Year1"
"239","Sankt Laurent 2017","Austria","Burgenland","Umathum",3.6,107,13.2,"tinto","2017"
"240","Gigondas 2017","France","Gigondas","M. Chapoutier",3.9,107,24.8,"tinto","2017"
"241","Driopi Classic Agiorgitiko Nemea 2017","Greece","Nemea","Κτημα Τσελεπου (Ktima Tselepos)",3.7,107,11.5,"tinto","2017"
"242","Magna Malbec 2018","Argentina","San Juan","Callia",3.5,107,8.95,"tinto","2018"
"243","Nero 2010","Italy","Salento","Conti Zecca",4,107,25.12,"tinto","2010"
"244","Salice Salentino 2017","Italy","Salice Salentino","Epicuro",3.6,107,6.25,"tinto","2017"
"245","Valpolicella Superiore 2014","Italy","Valpolicella","Rocca Sveva",3.7,107,15.84,"tinto","2014"
"246","Gevrey-Chambertin 2015","France","Gevrey-Chambertin","Chanson",4.1,107,50.9,"tinto","2015"
"247","Pago de los Balagueses Garnacha Tintorera - Merlot 2014","Spain","Valencia","Vegalfaro",3.8,107,16.9,"tinto","2014"
"248","Barolo Liste 2013","Italy","Barolo","Borgogno",4.2,107,80.01,"tinto","2013"
"249","Adrianna Vineyard Fortuna Terrae Malbec 2016","Argentina","Mendoza","Catena Zapata",4.6,107,89.9,"tinto","2016"
"250","Malbec de Purcari 2018","Moldova","South Eastern","Château Purcari",4.1,107,11.98,"tinto","2018"
"251","Esprit de Granit Saint-Joseph 2012","France","Saint-Joseph","Cave de Tain",4,107,27.93,"tinto","2012"
"252","Bachgart Blauburgunder 2016","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.8,107,19.9,"tinto","2016"
"253","Crianza 2016","Spain","Rioja","Campo Viejo",3.5,1070,7.99,"tinto","2016"
"254","Margaux de Brane (Margaux de Henri Lurton) 2014","France","Margaux","Château Brane-Cantenac",3.8,1070,34.2,"tinto","2014"
"255","Shiraz 2017","South Africa","Swartland","Allesverloren",3.6,1070,10.9,"tinto","2017"
"256","Rubesco Rosso di Torgiano 2016","Italy","Torgiano","Lungarotti",3.7,1071,9.8,"tinto","2016"
"257","Yamhill Cuvée Pinot Noir 2014","United States","Willamette Valley","Domaine Serene",4.3,1071,59,"tinto","2014"
"258","Gran Enemigo 2015","Argentina","Mendoza","El Enemigo",4.5,1072,62.39,"tinto","2015"
"259","Macán Clásico 2015","Spain","Rioja","Benjamin de Rothschild - Vega Sicilia",4.3,1073,48.54,"tinto","2015"
"260","Zinfandel 2016","United States","North Coast","Ghost Pines",3.9,1075,17.29,"tinto","2016"
"261","Reserve Malbec 2016","Argentina","Tupungato","Sophenia",3.8,1076,13.09,"tinto","2016"
"262","Saint-Estèphe 2011","France","Saint-Estèphe","Château de Pez",3.9,1077,36.9,"tinto","2011"
"263","Rosso di Montalcino Leopoldo Franceschi 2014","Italy","Rosso di Montalcino","Tenuta Il Poggione",3.9,1077,21.34,"tinto","2014"
"264","Saint-Estèphe (Grand Cru Classé) 2005","France","Saint-Estèphe","Château Lafon-Rochet",4.1,1077,79.95,"tinto","2005"
"265","Diamond Collection Zinfandel (Red Label) 2016","United States","Napa Valley","Francis Ford Coppola",3.9,1078,21.39,"tinto","2016"
"266","Nèprica Cabernet Sauvignon 2018","Italy","Puglia","Tormaresca",3.5,108,8.33,"tinto","2018"
"267","Taurasi 2015","Italy","Taurasi","Feudi di San Gregorio",4.1,108,17.45,"tinto","2015"
"268","Tributo Carmenère 2018","Chile","Colchagua Valley","Caliterra",3.7,108,9.64,"tinto","2018"
"269","Lalande-de-Pomerol 2014","France","Lalande-de-Pomerol","Château Les Hauts-Conseillants",4,108,20.37,"tinto","2014"
"270","Coteaux Du Languedoc La Clape L'Hospitalitas 2015","France","La Clape","Gérard Bertrand",4.4,108,71.39,"tinto","2015"
"271","Shiraz 2015","South Africa","Stellenbosch","Kaapzicht",4,108,15.55,"tinto","2015"
"272","Gigondas Valbelle 2015","France","Gigondas","Château de Saint Cosme",4.3,108,49.95,"tinto","2015"
"273","Primitivo di Manduria 2018","Italy","Primitivo di Manduria","Terre di Campo Sasso",4.1,108,8.28,"tinto","2018"
"274","Redhill Pinotage 2017","South Africa","Stellenbosch","Simonsig",4.2,108,19.4,"tinto","2017"
"275","Finca Dofí 2017","Spain","Priorat","Álvaro Palacios",4.4,108,69.95,"tinto","2017"
"276","Unique Selection 2015","Chile","Colchagua Valley","Siegel",4.2,108,28.9,"tinto","2015"
"277","Sud Malvasia Nera 2016","Italy","Salento","San Marzano",3.9,108,7.25,"tinto","2016"
"278","Alboreto Nobile di Montepulciano 2016","Italy","Vino Nobile di Montepulciano","Talosa",3.9,108,14.13,"tinto","2016"
"279","Tempranillo Reserva 2010","Spain","Rioja","Bodegas Amaren",4.2,108,34.9,"tinto","2010"
"280","Bordeaux Supérieur 2017","France","Bordeaux Supérieur","Château Picon",3.5,108,7.35,"tinto","2017"
"281","Valpolicella Valpantena 2017","Italy","Valpolicella Valpantena","Costa Arente",3.8,108,15.67,"tinto","2017"
"282","Poggio Al Tufo Alicante 2015","Italy","Maremma Toscana","Tommasi",3.9,108,20.32,"tinto","2015"
"283","Conde de Valdemar Reserva 2012","Spain","Rioja","Bodegas Valdemar",4,108,13.26,"tinto","2012"
"284","Rondeur Appassimento 2018","France","Pays d'Oc","Domaine La Grange",4.2,108,9.37,"tinto","2018"
"285","Zarihs Syrah 2016","Spain","Campo de Borja","Borsao",4.1,108,15.69,"tinto","2016"
"286","Merlot Selección 2016","Spain","Extremadura","Coloma",4,108,11.95,"tinto","2016"
"287","Tinto 2000","Spain","Castilla y León","Dehesa La Granja",4.1,108,35,"tinto","2000"
"288","Siebeneich Merlot Riserva 2016","Italy","Südtirol - Alto Adige","Colterenzio (Schreckbichl)",3.8,108,19.01,"tinto","2016"
"289","Cabernet Sauvignon 2017","South Africa","Stellenbosch","Stark-Condé",3.8,108,11.99,"tinto","2017"
"290","Amarone 2012","Italy","Amarone della Valpolicella","Musella",4.2,108,29.12,"tinto","2012"
"291","Reserva 2012","Spain","Rioja","Ortega Ezquerro",3.9,108,13.95,"tinto","2012"
"292","Palha Canas Tinto 2016","Portugal","Lisboa","Casa Santos Lima",3.6,108,8.9,"tinto","2016"
"293","12 e Mezzo Primitivo del Salento 2017","Italy","Salento","Varvaglione",3.9,1080,7.25,"tinto","2017"
"294","Cabernet Sauvignon de Purcari 2017","Moldova","South Eastern","Château Purcari",4.1,1082,12.98,"tinto","2017"
"295","Ca'Marcanda Promis Toscana 2017","Italy","Toscana","Gaja",4,1083,30.9,"tinto","2017"
"296","Cabernet Sauvignon - Merlot 2015","Spain","Somontano","Enate",3.6,1084,9.5,"tinto","2015"
"297","Conde de Valdemar Gran Reserva 2008","Spain","Rioja","Bodegas Valdemar",4,1084,19.99,"tinto","2008"
"298","Whole Berry Cabernet Sauvignon 2017","South Africa","Robertson","Springfield Estate",4.1,1084,16.75,"tinto","2017"
"299","Clásico Garnacha 2018","Spain","Campo de Borja","Borsao",3.6,1085,5.99,"tinto","2018"
"300","Sideral 2017","Chile","Cachapoal Valley","Altaïr",4.2,1085,21.45,"tinto","2017"
"301","Charles Wetmore Cabernet Sauvignon 2014","United States","Livermore Valley","Wente",4,1086,21.1,"tinto","2014"
"302","Saint-Estèphe 2012","France","Saint-Estèphe","Château de Pez",4,1089,33.9,"tinto","2012"
"303","Gran Reserva Cabernet Sauvignon 2017","Chile","Maipo Valley","Carmen",3.8,1089,11.65,"tinto","2017"
"304","Mentor Cabernet 2013","Australia","Barossa","Peter Lehmann",3.9,109,32.69,"tinto","2013"
"305","Montagne-Saint-Émilion 2016","France","Montagne-Saint-Émilion","Clos de Bouard",4,109,27.2,"tinto","2016"
"306","Les Cépages Cabernet Sauvignon 2018","France","Pays d'Oc","Baron Philippe de Rothschild",3.4,109,7.27,"tinto","2018"
"307","L'Esprit Terroir La Clape 2015","France","La Clape","Château Rouquette Sur Mer",3.8,109,14.95,"tinto","2015"
"308","Pinot Noir 2017","United States","Central Coast","Ryder Estate",3.7,109,16.72,"tinto","2017"
"309","Malbec 2018","France","Comté Tolosan","Carmelle",3.7,109,6.45,"tinto","2018"
"310","Merlot 2015","United States","Washington","Stimson Estate Cellars",3.6,109,8.29,"tinto","2015"
"311","Blaufränkisch 2017","Austria","Burgenland","Krutzler",3.5,109,8.98,"tinto","2017"
"312","I Sodi del Paretaio 2018","Italy","Chianti","Badia di Morrona",3.5,109,7.99,"tinto","2018"
"313","Villa Blanche Syrah 2017","France","Pays d'Oc","Calmel & Joseph",3.8,109,7.4,"tinto","2017"
"314","Arbossar 2016","Spain","Priorat","Terroir Al Límit Soc. Lda",4,109,60,"tinto","2016"
"315","Amarone Della Valpolicella Marta Galli 2007","Italy","Amarone della Valpolicella","Le Ragose",4.3,109,59.9,"tinto","2007"
"316","Vera Cruz Shiraz 2014","South Africa","Stellenbosch","Delheim",4.3,109,35.5,"tinto","2014"
"317","Poggio d'Arna Toscana 2016","Italy","Toscana","Tenuta di Sesta",4,109,12.58,"tinto","2016"
"318","Fronsac 2015","France","Fronsac","Château Moulin Haut-Laroque",4,109,22.37,"tinto","2015"
"319","Pinot Noir *** 2014","Germany","Baden","Weingut Holger Koch",3.6,109,29.95,"tinto","2014"
"320","Lemberger Trocken 2014","Germany","Württemberg","Grafen Neipperg",3.2,109,9.6,"tinto","2014"
"321","Sestal 2014","Spain","Mallorca","Ses Talaioles",4.2,109,31.68,"tinto","2014"
"322","Pomerol 2012","France","Pomerol","Château Gombaude-Guillot",4.1,109,68.81,"tinto","2012"
"323","Priorat Cruor 2016","Spain","Priorat","Casa Gran del Siurana",4.1,109,20.99,"tinto","2016"
"324","Domaine de la Madone Beaujolais Le Perréon 2018","France","Beaujolais","Jean-Marc Despres",3.7,109,8.67,"tinto","2018"
"325","Saint-Estèphe 2016","France","Saint-Estèphe","Château Clauzet",3.8,109,24.75,"tinto","2016"
"326","Valpolicella Superiore 2014","Italy","Valpolicella","Allegrini",3.7,1092,13.16,"tinto","2014"
"327","The Scribbler Cabernet - Shiraz 2013","Australia","Barossa Valley","Yalumba",3.6,1093,20.76,"tinto","2013"
"328","Boom Boom! Syrah 2016","United States","Columbia Valley","Charles Smith",3.5,1093,18.42,"tinto","2016"
"329","Margaux (Grand Cru Classé) 2010","France","Margaux","Château Prieuré-Lichine",4.2,1094,79,"tinto","2010"
"330","Crianza Tempranillo 2016","Spain","Rioja","Baigorri",3.8,1097,12.6,"tinto","2016"
"331","Berola 2014","Spain","Campo de Borja","Borsao",3.9,1098,14.5,"tinto","2014"
"332","Blaufränkisch 2017","Austria","Burgenland","Rosi Schuster",3.7,110,14.9,"tinto","2017"
"333","Spätburgunder 2017","Germany","Ahr","Jean Stodden",3.5,110,12.4,"tinto","2017"
"334","Cabernet Sauvignon 2015","Argentina","Uco Valley","DiamAndes",3.8,110,16.99,"tinto","2015"
"335","Italian Collection Tosca 2011","South Africa","Stellenbosch","Morgenster Estate",4,110,24.32,"tinto","2011"
"336","Cabernet Sauvignon 2016","South Africa","Stellenbosch","Meerlust",4.1,110,21.34,"tinto","2016"
"337","Saint-Émilion Grand Cru (Grand Cru Classé) 2005","France","Saint-Émilion Grand Cru","Clos des Jacobins",4.2,110,58.95,"tinto","2005"
"338","Nero d'Avola 2018","Italy","Terre Siciliane","Fatascia",3.6,110,7.53,"tinto","2018"
"339","Givry 2017","France","Givry","Joseph Drouhin",3.9,110,19.4,"tinto","2017"
"340","Bordeaux Réserve Rouge 2015","France","Bordeaux","Château Rauzan Despagne",3.4,110,18.9,"tinto","2015"
"341","Bricco Dei Merli Barbera d'Alba 2014","Italy","Barbera d'Alba","Elvio Cogno",3.6,110,19.95,"tinto","2014"
"342","Bandol Rouge 2007","France","Bandol","Gros' Noré",3.9,110,59,"tinto","2007"
"343","Teldeschi Vineyard Zinfandel 2016","United States","Dry Creek Valley","Ravenswood",4,110,33.95,"tinto","2016"
"344","Ornato Barolo 2015","Italy","Barolo","Pio Cesare",4.2,110,81.97,"tinto","2015"
"345","Colledilà Chianti Classico Gran Selezione 2016","Italy","Chianti Classico","Ricasoli",4.2,110,45,"tinto","2016"
"346","Pomerol 2013","France","Pomerol","Château La Grave (Trigant de Boisset)",3.8,110,31.2,"tinto","2013"
"347","1921 Primitivo di Manduria Riserva 2012","Italy","Primitivo di Manduria","Varvaglione",4.1,110,39.9,"tinto","2012"
"348","Martelo Reserva 2012","Spain","Rioja","Torre de Oña",4,110,28.41,"tinto","2012"
"349","Rosso di Montepulciano Prugnolo 2017","Italy","Rosso di Montepulciano","Boscarelli",3.7,110,12.9,"tinto","2017"
"350","Valley Oaks Cabernet Sauvignon 2016","United States","California","Fetzer",3.6,1102,11.19,"tinto","2016"
"351","Saint-Julien (Grand Cru Classé) 2005","France","Saint-Julien","Château Branaire-Ducru",4.2,1103,88.95,"tinto","2005"
"352","The Pundit 2016","United States","Columbia Valley","Tenet Wines",3.9,1104,27.99,"tinto","2016"
"353","Pinot Noir 2016","United States","Los Carneros","Black Stallion",3.9,1105,34.32,"tinto","2016"
"354","Don Maximiano Founder's Reserve 2015","Chile","Aconcagua Valley","Errazuriz",4.4,1106,83.6,"tinto","2015"
"355","Marne 180 Amarone della Valpolicella 2015","Italy","Amarone della Valpolicella","Tedeschi",4.3,1106,31.9,"tinto","2015"
"356","Chronicon Montepulciano d'Abruzzo 2013","Italy","Montepulciano d'Abruzzo","Cantina Zaccagnini",3.9,1106,11.95,"tinto","2013"
"357","Emilien 2015","France","Côtes de Bordeaux","Château le Puy",4,1106,39.9,"tinto","2015"
"358","Pinot Nero 2016","Italy","Südtirol - Alto Adige","Castel Sallegg",3.6,111,11.5,"tinto","2016"
"359","Single Estate Red 2015","Portugal","Alentejano","Azamor",3.9,111,9.65,"tinto","2015"
"360","Pinot Noir 2018","Austria","Neusiedlersee","Pittnauer",3.8,111,11.95,"tinto","2018"
"361","Fronsac 2013","France","Fronsac","Château Moulin Haut-Laroque",3.8,111,17.5,"tinto","2013"
"362","Pinot Noir 2018","Germany","Pfalz","Matthias Gaul",3.7,111,9.9,"tinto","2018"
"363","Montesodi Toscana 2016","Italy","Toscana","Castello Nipozzano",4.2,111,44.57,"tinto","2016"
"364","Colle Ambro Rosso Piceno 2017","Italy","Rosso Piceno","Garofoli",3.5,111,7.9,"tinto","2017"
"365","AN/2 2018","Spain","Mallorca","Ànima Negra",4.1,111,19.99,"tinto","2018"
"366","Oraison Côtes du Rhône 2016","France","Côtes-du-Rhône","Badet Clement",3.4,111,8.5,"tinto","2016"
"367","Etna San Lorenzo Rosso 2017","Italy","Etna","Tenuta delle Terre Nere",4.2,111,39.9,"tinto","2017"
"368","Negroamaro 2017","Italy","Puglia","A Mano",3.5,111,6.75,"tinto","2017"
"369","Breg Rosso 2004","Italy","Venezia Giulia","Gravner",4.2,111,95.55,"tinto","2004"
"370","Gigondas Le Claux 2011","France","Gigondas","Château de Saint Cosme",4.3,111,59.95,"tinto","2011"
"371","Côtes du Rhône Villages Sablet 2012","France","Côtes-du-Rhône-Villages 'Sablet'","Château du Trignon",3.8,111,10.67,"tinto","2012"
"372","Paleo 2016","Italy","Toscana","Le Macchiole",4.5,111,92.05,"tinto","2016"
"373","Dominio de Fontana Garnacha - Syrah 2017","Spain","Uclés","Bodegas Fontana",3.6,111,7.36,"tinto","2017"
"374","Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Casanova di Neri",4,111,20.9,"tinto","2017"
"375","Carchelo (C) 2017","Spain","Jumilla","Carchelo",3.6,111,8.92,"tinto","2017"
"376","Reserva Rioja (Finca Ygay) 2016","Spain","Rioja","Marqués de Murrieta",4,111,18,"tinto","2016"
"377","Barrel Selection Cabernet Sauvignon 2018","Argentina","Uco Valley","Salentein",3.6,111,12.9,"tinto","2018"
"378","Syrah 2016","South Africa","Stellenbosch","Zevenwacht",4.1,111,13.99,"tinto","2016"
"379","Don Antonio Nero d'Avola (Riserva) 2016","Italy","Sicilia","Morgante",4.2,111,25.9,"tinto","2016"
"380","Wunderwerk Spätburgunder 2014","Germany","Rheinhessen","Dreissigacker",3.8,111,27,"tinto","2014"
"381","Director's Cut Zinfandel 2015","United States","Dry Creek Valley","Francis Ford Coppola",4.1,1110,32.5,"tinto","2015"
"382","Reserva Ribera del Duero 2014","Spain","Ribera del Duero","Condado de Oriza",3.7,1111,14.52,"tinto","2014"
"383","Amarone della Valpolicella Classico 2015","Italy","Amarone della Valpolicella Classico","Allegrini",4.3,1111,50.69,"tinto","2015"
"384","Châteauneuf-du-Pape 2015","France","Châteauneuf-du-Pape","E. Guigal",4.1,1112,32.54,"tinto","2015"
"385","Reserve Pinot Noir 2014","Argentina","Uco Valley","Salentein",3.8,1114,15.69,"tinto","2014"
"386","Malbec 2018","Argentina","Mendoza","Argento",3.6,1117,9.99,"tinto","2018"
"387","Rioja Reserva 2015","Spain","Rioja","Marqués de Riscal",4.1,11170,15.5,"tinto","2015"
"388","Moulis-en-Médoc 2014","France","Moulis-en-Médoc","Château Chasse-Spleen",3.9,1118,43.77,"tinto","2014"
"389","Plumbago Nero d'Avola Sicilia 2016","Italy","Sicilia","Planeta",3.6,1118,13.93,"tinto","2016"
"390","Vigna Corvino Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Contesa",3.8,112,6.32,"tinto","2018"
"391","Cabernet Sauvignon 2016","Romania","Samburesti","Castel Bolovanu",3.3,112,7.9,"tinto","2016"
"392","Códice 2017","Spain","Castilla y León","Dominio de Eguren",3.5,112,5.75,"tinto","2017"
"393","Pinot Noir 2018","South Africa","Walker Bay","Creation",3.9,112,18.99,"tinto","2018"
"394","Aigle Les Murailles Rouge 2015","Switzerland","Aigle","Henri Badoux",3.7,112,23.17,"tinto","2015"
"395","Big G 2015","South Africa","Franschhoek","Holden Manz",4.2,112,23.9,"tinto","2015"
"396","Barbera d'Alba Aves 2018","Italy","Barbera d'Alba","Comm. G.B. Burlotto",4,112,24,"tinto","2018"
"397","Chinon Rouge 2015","France","Chinon","Domaine Gouron",3.5,112,8.75,"tinto","2015"
"398","Bardolino 2016","Italy","Bardolino","Corte Giara",3.5,112,5.9,"tinto","2016"
"399","Provident Shiraz 2016","Australia","Barossa Valley","Soul Growers",3.6,112,24.37,"tinto","2016"
"400","Perdixi 2013","Italy","Isola dei Nuraghi","Olianas",3.7,112,19.5,"tinto","2013"
"401","Puisseguin Saint-Émilion 2013","France","Puisseguin-Saint-Émilion","Château Moulin de Curat",3.4,112,10.75,"tinto","2013"
"402","Pissarres 2017","Spain","Priorat","Costers del Priorat",4,112,12.85,"tinto","2017"
"403","Arcidiavolo 2008","Italy","Toscana","Teruzzi & Puthod",4.2,112,17.45,"tinto","2008"
"404","Colheita Alentejano Tinto 2015","Portugal","Alentejano","Monte Cascas",3.6,112,9.65,"tinto","2015"
"405","Malbec 2013","Argentina","Uco Valley","DiamAndes",3.6,1122,16.56,"tinto","2013"
"406","Bordeaux Rouge 2014","France","Bordeaux","Baron Philippe de Rothschild",3.2,1123,7.95,"tinto","2014"
"407","Pauillac (Grand Cru Classé) 2011","France","Pauillac","Château Grand-Puy-Lacoste",4.2,1125,76.95,"tinto","2011"
"408","Selvarossa Riserva 2014","Italy","Salice Salentino","Cantine due Palme",4,1125,14.95,"tinto","2014"
"409","Rocca Guicciarda Chianti Classico Riserva 2016","Italy","Chianti Classico","Ricasoli",3.7,1129,13.79,"tinto","2016"
"410","Diamond Collection Malbec (Celestial Blue Label) 2017","United States","Napa Valley","Francis Ford Coppola",3.6,113,26.31,"tinto","2017"
"411","Rioja Tempranillo Elaboración Especial 2017","Spain","Rioja","Beronia",3.7,113,11.99,"tinto","2017"
"412","Pomerol 2015","France","Pomerol","Château Moulinet-Lasserre",4.1,113,46.79,"tinto","2015"
"413","1300 Merlot 2016","Argentina","Tupungato","Andeluna",3.3,113,7.7,"tinto","2016"
"414","Tradition Spätburgunder 2017","Germany","Franken","Rudolf Fürst",3.8,113,16.9,"tinto","2017"
"415","Nebbiolo Langhe 2018","Italy","Langhe","Giacomo Fenocchio",3.7,113,16.9,"tinto","2018"
"416","Pinot Noir 2016","United States","California","Spellbound",3.6,113,14.49,"tinto","2016"
"417","Tenuta Belguardo 2015","Italy","Maremma Toscana","Mazzei",3.8,113,49,"tinto","2015"
"418","Kalkmergel Spätburgunder 2014","Germany","Pfalz","Knipser",3.8,113,23.38,"tinto","2014"
"419","Merlot 2015","Italy","Südtirol - Alto Adige","Alois Lageder",3.7,113,17.79,"tinto","2015"
"420","Châteauneuf-du-Pape 2017","France","Châteauneuf-du-Pape","Clos des Papes (Paul Avril)",4.2,113,86.76,"tinto","2017"
"421","Chianti Classico 2016","Italy","Chianti Classico","Monte Guelfo",3.4,113,8.29,"tinto","2016"
"422","Valdehermoso Crianza 2016","Spain","Ribera del Duero","Valderiz",3.7,113,13.5,"tinto","2016"
"423","Bel Noce Primitivo 2017","Italy","Salento","Cantina Rosa del Golfo",4.2,113,9.78,"tinto","2017"
"424","Sapaio Bolgheri Superiore 2016","Italy","Bolgheri Superiore","Podere Sapaio",4.2,113,54.81,"tinto","2016"
"425","Rosso di Montalcino 2015","Italy","Rosso di Montalcino","Poggio Landi",3.7,113,13.5,"tinto","2015"
"426","Côtes du Rhône 2016","France","Côtes-du-Rhône","Rocca Maura",3.4,113,7.5,"tinto","2016"
"427","Filo di Seta Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Castello Romitorio",4.3,113,52.87,"tinto","2012"
"428","Saint-Émilion Grand Cru 2011","France","Saint-Émilion Grand Cru","Clos Dubreuil",4.1,113,63.2,"tinto","2011"
"429","Quinta Generation (5th) 2016","Chile","Colchagua Valley","Casa Silva",4.2,113,20.42,"tinto","2016"
"430","Cuvée X 2015","Germany","Pfalz","Knipser",4.1,113,40.65,"tinto","2015"
"431","Bachgart Blauburgunder 2015","Italy","Südtirol - Alto Adige","Klaus Lentsch",3.8,113,42.9,"tinto","2015"
"432","Priorat 2017","Spain","Priorat","Clos Mogador",4.5,113,77.01,"tinto","2017"
